id,village_name,city_name,province_name,latitude,longitude
587,"Ds. Pundungan","Klaten","Jawa Tengah",-7.63325400,110.71230480
758,"Ds. Pundungsari","Klaten","Jawa Tengah",-7.74108370,110.69275440
552,"Ds. Randu Lanang","Klaten","Jawa Tengah",-7.58660000,110.56590000
742,"Ds. Randusari","Klaten","Jawa Tengah",-7.72747890,110.51852830
568,"Ds. Rejoso","Klaten","Jawa Tengah",-7.74593320,110.55257870
632,"Ds. Ringin Putih","Klaten","Jawa Tengah",-7.72305340,110.74268910
519,"Ds. Sabrang","Klaten","Jawa Tengah",-7.62621610,110.69695650
759,"Ds. Sabranglor","Klaten","Jawa Tengah",-7.71101500,110.65114200
760,"Ds. Sajen","Klaten","Jawa Tengah",-7.72996570,110.69683670
743,"Ds. Sanggrahan","Klaten","Jawa Tengah",-7.75207270,110.51902820
680,"Ds. Sapen","Klaten","Jawa Tengah",-7.66929320,110.48808750
588,"Ds. Sawahan","Klaten","Jawa Tengah",-7.65965350,110.71518950
537,"Ds. Sawit","Klaten","Jawa Tengah",-7.77874710,110.53402340
778,"Ds. Sedayu","Klaten","Jawa Tengah",-7.60430820,110.56774560
520,"Ds. Segaran","Klaten","Jawa Tengah",-7.60453800,110.68900440
669,"Ds. Sekar Suli","Klaten","Jawa Tengah",-7.69400000,110.61440000
814,"Ds. Sekaran","Klaten","Jawa Tengah",-7.60916460,110.72184800
655,"Ds. Semangkak","Klaten","Jawa Tengah",-7.69736440,110.59982440
798,"Ds. Sembung","Klaten","Jawa Tengah",-7.76830000,110.60670000
697,"Ds. Senden","Klaten","Jawa Tengah",-7.67000000,110.58890000
744,"Ds. Sengon","Klaten","Jawa Tengah",-7.77594800,110.52439030
633,"Ds. Sentono","Klaten","Jawa Tengah",-7.69852420,110.72327010
589,"Ds. Serenan","Klaten","Jawa Tengah",-7.66954820,110.77745430
727,"Ds. Sidoharjo","Klaten","Jawa Tengah",-7.59192350,110.68539480
521,"Ds. Sidomulyo","Klaten","Jawa Tengah",-7.59834620,110.69022900
450,"Ds. Sidorejo","Klaten","Jawa Tengah",-7.59308430,110.47739170
815,"Ds. Sidowarno","Klaten","Jawa Tengah",-7.65240540,110.78607490
728,"Ds. Sidowayah","Klaten","Jawa Tengah",-7.59228140,110.66408160
709,"Ds. Sobayan","Klaten","Jawa Tengah",-7.69206420,110.70652220
553,"Ds. Socokangsi","Klaten","Jawa Tengah",-7.61875820,110.57243630
634,"Ds. Soka","Klaten","Jawa Tengah",-7.73198010,110.73443600
681,"Ds. Solodiran","Klaten","Jawa Tengah",-7.70520000,110.49050000
652,"Ds. Somokaton","Klaten","Jawa Tengah",-7.67124140,110.53109500
569,"Ds. Somopuro","Klaten","Jawa Tengah",-7.74729330,110.53573360
779,"Ds. Sorogaten","Klaten","Jawa Tengah",-7.59550000,110.62080000
617,"Ds. Soropaten","Klaten","Jawa Tengah",-7.63402670,110.61759270
506,"Ds. Srebegan","Klaten","Jawa Tengah",-7.70760740,110.67440250
522,"Ds. Sribit","Klaten","Jawa Tengah",-7.62893270,110.67859500
780,"Ds. Sudimoro","Klaten","Jawa Tengah",-7.58941000,110.59767010
799,"Ds. Sukorejo","Klaten","Jawa Tengah",-7.60047790,110.71873410
816,"Ds. Sukorejo","Klaten","Jawa Tengah",-7.60047790,110.71873410
682,"Ds. Sukorini","Klaten","Jawa Tengah",-7.67937680,110.51402670
761,"Ds. Sumber","Klaten","Jawa Tengah",-7.71005370,110.69567550
835,"Ds. Sumberejo","Klaten","Jawa Tengah",-7.71870590,110.58454510
570,"Ds. Sumyang","Klaten","Jawa Tengah",-7.73403730,110.56862840
590,"Ds. Taji","Klaten","Jawa Tengah",-7.65924830,110.77028550
745,"Ds. Taji","Klaten","Jawa Tengah",-7.65924830,110.77028550
469,"Ds. Talang","Klaten","Jawa Tengah",-7.75897910,110.68020060
451,"Ds. Talun","Klaten","Jawa Tengah",-7.64110000,110.48970000
635,"Ds. Tambak","Klaten","Jawa Tengah",-7.71331610,110.74788590
710,"Ds. Tambak Boyo","Klaten","Jawa Tengah",-7.69258050,110.69493070
571,"Ds. Tambakan","Klaten","Jawa Tengah",-7.70470000,110.53080000
600,"Ds. Tambongwetan","Klaten","Jawa Tengah",-7.71131030,110.62517310
452,"Ds. Tangkil","Klaten","Jawa Tengah",-7.62631580,110.51896400
572,"Ds. Tangkisan Pos","Klaten","Jawa Tengah",-7.73521210,110.54191840
591,"Ds. Tanjung","Klaten","Jawa Tengah",-7.66437570,110.75050470
800,"Ds. Tanjungan","Klaten","Jawa Tengah",-7.76490000,110.59840000
683,"Ds. Tanjungsari","Klaten","Jawa Tengah",-7.69726470,110.49556030
618,"Ds. Tarubasan","Klaten","Jawa Tengah",-7.65964780,110.63653680
684,"Ds. Taskombang","Klaten","Jawa Tengah",-7.71862080,110.48821040
470,"Ds. Tawang Rejo","Klaten","Jawa Tengah",-7.54485530,110.54775680
636,"Ds. Tegal Ampel","Klaten","Jawa Tengah",-7.77080000,110.66570000
453,"Ds. Tegal Mulyo","Klaten","Jawa Tengah",-6.68590490,111.60589120
817,"Ds. Tegalgondo","Klaten","Jawa Tengah",-7.59565540,110.70187920
471,"Ds. Tegalrejo","Klaten","Jawa Tengah",-7.79345370,110.64016960
507,"Ds. Tegalrejo","Klaten","Jawa Tengah",-7.67322850,110.68968440
836,"Ds. Tegalyoso","Klaten","Jawa Tengah",-7.71420000,110.59000000
818,"Ds. Teloyo","Klaten","Jawa Tengah",-7.62133050,110.75590370
698,"Ds. Tempursari","Klaten","Jawa Tengah",-7.66967730,110.62009880
554,"Ds. Temuireng","Klaten","Jawa Tengah",-7.62336730,110.55445700
711,"Ds. Temuwangi","Klaten","Jawa Tengah",-7.71965220,110.70610740
555,"Ds. Tibayan","Klaten","Jawa Tengah",-7.63791350,110.57521270
685,"Ds. Tijayan","Klaten","Jawa Tengah",-7.68780000,110.49920000
490,"Ds. Tirtomarto","Klaten","Jawa Tengah",-7.75000000,110.71780000
573,"Ds. Titang","Klaten","Jawa Tengah",-7.75107800,110.54261180
491,"Ds. Tlingsing","Klaten","Jawa Tengah",-7.74057370,110.72487120
523,"Ds. Tlobong","Klaten","Jawa Tengah",-7.62284330,110.71040340
746,"Ds. Tlogo","Klaten","Jawa Tengah",-7.74991370,110.49721090
592,"Ds. Tlogorandu","Klaten","Jawa Tengah",-7.66637850,110.75685890
454,"Ds. Tlogowatu","Klaten","Jawa Tengah",-7.60236710,110.50297600
538,"Ds. Towangsan","Klaten","Jawa Tengah",-7.75812650,110.56613530
593,"Ds. Trasan","Klaten","Jawa Tengah",-7.65653510,110.70476740
712,"Ds. Troketon","Klaten","Jawa Tengah",-7.68096670,110.70569560
619,"Ds. Troso","Klaten","Jawa Tengah",-7.66693940,110.64720240
801,"Ds. Trotok","Klaten","Jawa Tengah",-7.77023230,110.61367470
762,"Ds. Trucuk","Klaten","Jawa Tengah",-7.72170840,110.66786090
837,"Ds. Trunuh","Klaten","Jawa Tengah",-7.71905840,110.57568940
492,"Ds. Tugu","Klaten","Jawa Tengah",-7.77356280,110.69758580
637,"Ds. Tulas","Klaten","Jawa Tengah",-7.72102980,110.72212060
781,"Ds. Tulung","Klaten","Jawa Tengah",-7.58970000,110.61580000
638,"Ds. Tumpukan","Klaten","Jawa Tengah",-7.73546690,110.75417110
729,"Ds. Turus","Klaten","Jawa Tengah",-7.61780000,110.66580000
819,"Ds. Wadunggetas","Klaten","Jawa Tengah",-7.65500000,110.65510000
730,"Ds. Wangen","Klaten","Jawa Tengah",-7.60291610,110.64803120
763,"Ds. Wanglu","Klaten","Jawa Tengah",-7.71549530,110.64715080
472,"Ds. Wiro","Klaten","Jawa Tengah",-7.75573800,110.65838180
574,"Ds. Wonoboyo","Klaten","Jawa Tengah",-7.73056780,110.53595420
764,"Ds. Wonosari","Klaten","Jawa Tengah",-7.70420640,110.65131390
782,"Ds. Wunut","Klaten","Jawa Tengah",-7.58929570,110.64218940
656,"Kel.  Bareng","Klaten","Jawa Tengah",-7.70239740,110.60663840
657,"Kel.  Buntalan","Klaten","Jawa Tengah",-7.72262030,110.60528540
658,"Kel.  Kabupaten","Klaten","Jawa Tengah",-7.69442000,110.60983500
659,"Kel.  Mojayan","Klaten","Jawa Tengah",-7.71297100,110.61215790
660,"Kel.  Tonggalan","Klaten","Jawa Tengah",-7.71382620,110.59498460
838,"Kel. Gayamprit","Klaten","Jawa Tengah",-7.70488890,110.59253110
556,"Kel. Jatinom","Klaten","Jawa Tengah",-7.63324870,110.59991110
661,"Kel. Klaten","Klaten","Jawa Tengah",-7.71235410,110.60297360
923,"Ds. Bagor","Sragen","Jawa Tengah",-7.34974220,110.81514900
1004,"Ds. Baleharjo","Sragen","Jawa Tengah",-7.29719280,110.97170540
876,"Ds. Banaran","Sragen","Jawa Tengah",-7.43656180,110.81430100
975,"Ds. Banaran","Sragen","Jawa Tengah",-7.36776700,111.12932980
942,"Ds. Bandung","Sragen","Jawa Tengah",-7.39379100,111.02615830
869,"Ds. Banyuurip","Sragen","Jawa Tengah",-7.38270000,111.09110000
976,"Ds. Banyuurip","Sragen","Jawa Tengah",-7.38270000,111.09110000
977,"Ds. Bedoro","Sragen","Jawa Tengah",-7.37137080,111.09967190
1005,"Ds. Bendo","Sragen","Jawa Tengah",-7.36270890,110.96529360
900,"Ds. Bendungan","Sragen","Jawa Tengah",-7.48277190,111.05961620
943,"Ds. Bener","Sragen","Jawa Tengah",-7.41037490,111.06821760
984,"Ds. Bentak","Sragen","Jawa Tengah",-7.44131990,110.93029380
853,"Ds. Blangu","Sragen","Jawa Tengah",-7.33357240,110.99250320
966,"Ds. Blimbing","Sragen","Jawa Tengah",-7.47226220,111.08043880
1031,"Ds. Bonagung","Sragen","Jawa Tengah",-7.36703950,110.90521750
839,"Ds. Brangkal","Sragen","Jawa Tengah",-7.42050000,110.84830000
924,"Ds. Brojol","Sragen","Jawa Tengah",-7.35979250,110.80352290
877,"Ds. Bukuran","Sragen","Jawa Tengah",-7.46057660,110.85607770
860,"Ds. Bumiaji","Sragen","Jawa Tengah",-7.39390030,111.08559890
950,"Ds. Cangkol","Sragen","Jawa Tengah",-7.43970000,110.87240000
901,"Ds. Celep","Sragen","Jawa Tengah",-7.50815040,111.00008730
978,"Ds. Cemeng","Sragen","Jawa Tengah",-7.35858160,111.07856250
1013,"Ds. Cepoko","Sragen","Jawa Tengah",-7.33778850,110.87758000
951,"Ds. Dari","Sragen","Jawa Tengah",-7.43470000,110.88520000
870,"Ds. Dawung","Sragen","Jawa Tengah",-7.33783640,111.11475970
967,"Ds. Dawung","Sragen","Jawa Tengah",-7.33783640,111.11475970
910,"Ds. Dawungan","Sragen","Jawa Tengah",-7.47800000,110.94970000
1024,"Ds. Denanyar","Sragen","Jawa Tengah",-7.27517600,111.02137300
878,"Ds. Donoyudan","Sragen","Jawa Tengah",-7.42143720,110.78278000
925,"Ds. Doyong","Sragen","Jawa Tengah",-7.35910000,110.83660000
1025,"Ds. Dukuh","Sragen","Jawa Tengah",-7.32124410,111.04772870
985,"Ds. Duyungan","Sragen","Jawa Tengah",-7.44800000,110.97220000
1032,"Ds. Gabugan","Sragen","Jawa Tengah",-7.38693660,110.90475870
944,"Ds. Gabus","Sragen","Jawa Tengah",-7.36884780,111.04806890
1033,"Ds. Gading","Sragen","Jawa Tengah",-7.35721050,110.89705290
1026,"Ds. Galeh","Sragen","Jawa Tengah",-7.26520000,111.08550000
1034,"Ds. Gawan","Sragen","Jawa Tengah",-7.40978010,110.94128050
911,"Ds. Gebang","Sragen","Jawa Tengah",-7.47040440,110.96020070
1006,"Ds. Gebang","Sragen","Jawa Tengah",-7.47040440,110.96020070
952,"Ds. Gedongan","Sragen","Jawa Tengah",-7.45691740,110.89115940
933,"Ds. Gemantar","Sragen","Jawa Tengah",-7.29710100,110.93491630
926,"Ds. Geneng","Sragen","Jawa Tengah",-7.38945000,110.78366520
840,"Ds. Geneng Duwur","Sragen","Jawa Tengah",-7.39910000,110.84770000
953,"Ds. Gentan Banaran","Sragen","Jawa Tengah",-7.42610000,110.93270000
854,"Ds. Gesi","Sragen","Jawa Tengah",-7.33481430,111.00766180
927,"Ds. Gilirejo","Sragen","Jawa Tengah",-7.31782010,110.81840410
928,"Ds. Gilirejo Baru","Sragen","Jawa Tengah",-7.29115870,110.80385390
929,"Ds. Girimargo","Sragen","Jawa Tengah",-7.36610000,110.83610000
861,"Ds. Glonggong","Sragen","Jawa Tengah",-7.42331190,111.11708550
862,"Ds. Gondang","Sragen","Jawa Tengah",-7.40647710,111.11088720
979,"Ds. Gringging","Sragen","Jawa Tengah",-7.38186520,111.12462630
890,"Ds. Guworejo","Sragen","Jawa Tengah",-7.46598370,111.01745310
1014,"Ds. Hadiluwih","Sragen","Jawa Tengah",-7.34814590,110.86286140
954,"Ds. Jabung","Sragen","Jawa Tengah",-7.46721100,110.88783420
986,"Ds. Jambanan","Sragen","Jawa Tengah",-7.41009050,110.98688900
934,"Ds. Jambangan","Sragen","Jawa Tengah",-7.29080000,110.94580000
968,"Ds. Jambeyan","Sragen","Jawa Tengah",-7.49418170,111.13533750
871,"Ds. Japoh","Sragen","Jawa Tengah",-7.33355600,111.07366030
912,"Ds. Jati","Sragen","Jawa Tengah",-7.47847440,110.92097810
1015,"Ds. Jati","Sragen","Jawa Tengah",-7.47522190,110.92673420
1007,"Ds. Jati Tengah","Sragen","Jawa Tengah",-7.47522190,110.92673420
841,"Ds. Jatibatur","Sragen","Jawa Tengah",-7.39768640,110.83059180
935,"Ds. Jekani","Sragen","Jawa Tengah",-7.32910000,110.93330000
1027,"Ds. Jekawal","Sragen","Jawa Tengah",-7.28750000,111.08470000
955,"Ds. Jembangan","Sragen","Jawa Tengah",-7.47779030,110.87031490
842,"Ds. Jenalas","Sragen","Jawa Tengah",-7.37849010,110.84856560
872,"Ds. Jenar","Sragen","Jawa Tengah",-7.33661530,111.11806150
902,"Ds. Jenggrik","Sragen","Jawa Tengah",-7.49317210,111.01164710
930,"Ds. Jeruk","Sragen","Jawa Tengah",-7.38480530,110.80068080
987,"Ds. Jetak","Sragen","Jawa Tengah",-7.44080000,110.98020000
969,"Ds. Jetis","Sragen","Jawa Tengah",-7.33424770,110.99665400
879,"Ds. Jetis Karangpung","Sragen","Jawa Tengah",-7.44586830,110.80959310
913,"Ds. Jirapan","Sragen","Jawa Tengah",-7.50321940,110.98026170
1035,"Ds. Jono","Sragen","Jawa Tengah",-7.39579130,110.92112300
891,"Ds. Jurangjero","Sragen","Jawa Tengah",-7.46082570,110.97838890
1008,"Ds. Juwok","Sragen","Jawa Tengah",-7.34103660,110.95693590
1016,"Ds. Kacangan","Sragen","Jawa Tengah",-7.31160000,110.86860000
970,"Ds. Kadipiro","Sragen","Jawa Tengah",-7.50511070,111.08972320
843,"Ds. Kalangan","Sragen","Jawa Tengah",-7.41220000,110.80690000
1036,"Ds. Kalikobok","Sragen","Jawa Tengah",-7.36827520,110.92022710
880,"Ds. Kalimacan","Sragen","Jawa Tengah",-7.45034030,110.80261570
863,"Ds. Kaliwedi","Sragen","Jawa Tengah",-7.43243600,111.09706920
844,"Ds. Kaloran","Sragen","Jawa Tengah",-7.39270000,110.80580000
873,"Ds. Kandang Sapi","Sragen","Jawa Tengah",-7.22594590,109.26718270
1009,"Ds. Karang Anom","Sragen","Jawa Tengah",-7.32220000,110.96250000
956,"Ds. Karang Anyar","Sragen","Jawa Tengah",-7.43800000,110.91300000
914,"Ds. Karang Malang","Sragen","Jawa Tengah",-7.48545660,110.91702190
903,"Ds. Karang Pelem","Sragen","Jawa Tengah",-7.55330000,111.01250000
1037,"Ds. Karang Talun","Sragen","Jawa Tengah",-7.08018470,110.18390180
980,"Ds. Karanganyar","Sragen","Jawa Tengah",-7.38360000,111.07880000
1038,"Ds. Karangasem","Sragen","Jawa Tengah",-7.39768640,110.83059180
881,"Ds. Karangjati","Sragen","Jawa Tengah",-7.42320090,110.81810520
945,"Ds. Karangudi","Sragen","Jawa Tengah",-7.35994160,111.02807970
957,"Ds. Karangwaru","Sragen","Jawa Tengah",-7.40700000,110.90330000
958,"Ds. Karungan","Sragen","Jawa Tengah",-7.41869240,110.91286720
1028,"Ds. Katelan","Sragen","Jawa Tengah",-7.33514600,111.04525730
946,"Ds. Kebonromo","Sragen","Jawa Tengah",-7.41902350,111.06399840
1039,"Ds. Kecik","Sragen","Jawa Tengah",-7.38681470,110.95400340
904,"Ds. Kedawung","Sragen","Jawa Tengah",-7.49470960,111.02751150
936,"Ds. Kedawung","Sragen","Jawa Tengah",-7.48013380,111.04775550
882,"Ds. Keden","Sragen","Jawa Tengah",-7.44058740,110.78460110
892,"Ds. Kedung Waduk","Sragen","Jawa Tengah",-7.29447370,110.82001530
996,"Ds. Kedungupit","Sragen","Jawa Tengah",-7.37185060,111.01897850
1040,"Ds. Ketro","Sragen","Jawa Tengah",-7.38750000,110.90300000
947,"Ds. Klandungan","Sragen","Jawa Tengah",-7.34838180,111.05004700
915,"Ds. Kliwonan","Sragen","Jawa Tengah",-7.47035340,110.89730960
916,"Ds. Krebet","Sragen","Jawa Tengah",-7.48880000,110.94220000
883,"Ds. Krikilan","Sragen","Jawa Tengah",-7.45943200,110.93887250
917,"Ds. Krikilan","Sragen","Jawa Tengah",-7.45727340,110.93741380
1010,"Ds. Majenang","Sragen","Jawa Tengah",-7.32910000,110.96250000
959,"Ds. Manyarejo","Sragen","Jawa Tengah",-7.45011300,110.86954030
918,"Ds. Masaran","Sragen","Jawa Tengah",-7.46820360,110.94765460
874,"Ds. Mlale","Sragen","Jawa Tengah",-7.33830190,111.08883620
905,"Ds. Mojodoyong","Sragen","Jawa Tengah",-7.52321920,111.03425810
906,"Ds. Mojokerto","Sragen","Jawa Tengah",-7.50075080,111.03463260
1017,"Ds. Mojopuro","Sragen","Jawa Tengah",-7.33178960,110.86614850
893,"Ds. Mojorejo","Sragen","Jawa Tengah",-7.32729640,110.86841490
971,"Ds. Musuk","Sragen","Jawa Tengah",-7.52033820,111.09244130
1011,"Ds. Newung","Sragen","Jawa Tengah",-7.38524150,110.98600800
1018,"Ds. Ngandul","Sragen","Jawa Tengah",-7.32957620,110.85987750
845,"Ds. Nganti","Sragen","Jawa Tengah",-7.37589860,110.86805960
1019,"Ds. Ngargosari","Sragen","Jawa Tengah",-7.28439710,110.87613190
1020,"Ds. Ngargotirto","Sragen","Jawa Tengah",-7.30136560,110.84837350
948,"Ds. Ngarum","Sragen","Jawa Tengah",-7.43308150,111.06139430
884,"Ds. Ngebung","Sragen","Jawa Tengah",-7.43606480,110.83861220
875,"Ds. Ngepringan","Sragen","Jawa Tengah",-7.31015480,111.07601260
960,"Ds. Ngrombo","Sragen","Jawa Tengah",-7.41000000,110.87660000
1029,"Ds. Ngrombo","Sragen","Jawa Tengah",-7.27973830,111.05366370
1041,"Ds. Padas","Sragen","Jawa Tengah",-7.39050140,110.92606090
1021,"Ds. Pagak","Sragen","Jawa Tengah",-7.31160000,110.88500000
988,"Ds. Pandak","Sragen","Jawa Tengah",-7.38694480,110.99339680
1012,"Ds. Pantirejo","Sragen","Jawa Tengah",-7.35025870,110.97207990
937,"Ds. Pare","Sragen","Jawa Tengah",-7.38024910,110.22600650
989,"Ds. Patihan","Sragen","Jawa Tengah",-7.42958660,110.94944450
894,"Ds. Pelem Gadung","Sragen","Jawa Tengah",-7.43300000,111.05550000
846,"Ds. Peleman","Sragen","Jawa Tengah",-7.41190000,110.80770000
1022,"Ds. Pendem","Sragen","Jawa Tengah",-7.32800000,110.85220000
907,"Ds. Pengkok","Sragen","Jawa Tengah",-7.49410000,110.99050000
1042,"Ds. Pengkol","Sragen","Jawa Tengah",-7.38186380,110.96614120
919,"Ds. Pilang","Sragen","Jawa Tengah",-7.45102420,110.90225980
855,"Ds. Pilangsari","Sragen","Jawa Tengah",-7.40852400,111.05165540
949,"Ds. Pilangsari","Sragen","Jawa Tengah",-7.40852400,111.05165540
895,"Ds. Plosokerep","Sragen","Jawa Tengah",-7.46300000,111.00630000
864,"Ds. Plosorejo","Sragen","Jawa Tengah",-7.42720000,111.11970000
981,"Ds. Plumbon","Sragen","Jawa Tengah",-7.36333060,111.06973500
961,"Ds. Plupuh","Sragen","Jawa Tengah",-7.43770000,110.88940000
856,"Ds. Poleng","Sragen","Jawa Tengah",-7.31921610,111.01693480
920,"Ds. Pringanom","Sragen","Jawa Tengah",-7.46408010,110.93012590
962,"Ds. Pungsari","Sragen","Jawa Tengah",-7.46187270,110.87319720
896,"Ds. Puro","Sragen","Jawa Tengah",-7.44750000,111.03610000
847,"Ds. Purworejo","Sragen","Jawa Tengah",-7.37000480,110.83515230
990,"Ds. Purwosuman","Sragen","Jawa Tengah",-7.44367570,110.95437380
885,"Ds. Samberembe","Sragen","Jawa Tengah",-7.43050000,110.81110000
972,"Ds. Sambi","Sragen","Jawa Tengah",-7.49002780,111.11905410
1043,"Ds. Sambi Duwur","Sragen","Jawa Tengah",-7.36580000,110.89570000
963,"Ds. Sambirejo","Sragen","Jawa Tengah",-7.39020000,110.88500000
973,"Ds. Sambirejo","Sragen","Jawa Tengah",-7.49106370,111.08431930
982,"Ds. Sambungmacan","Sragen","Jawa Tengah",-7.38213580,111.10757270
897,"Ds. Saradan","Sragen","Jawa Tengah",-7.45141410,110.99229050
886,"Ds. Saren","Sragen","Jawa Tengah",-7.42450720,110.80431610
921,"Ds. Sepat","Sragen","Jawa Tengah",-7.49460370,110.96284950
922,"Ds. Sidodadi","Sragen","Jawa Tengah",-7.48723870,110.90935440
991,"Ds. Sidoharjo","Sragen","Jawa Tengah",-7.42151600,110.96439750
964,"Ds. Sidokerto","Sragen","Jawa Tengah",-7.48359100,110.88292100
1030,"Ds. Sigit","Sragen","Jawa Tengah",-7.28398070,111.03322490
992,"Ds. Singopadu","Sragen","Jawa Tengah",-7.42440000,110.97000000
857,"Ds. Slendro","Sragen","Jawa Tengah",-7.30374710,111.01165130
1044,"Ds. Slogo","Sragen","Jawa Tengah",-7.38999600,110.90037800
931,"Ds. Soko","Sragen","Jawa Tengah",-7.35205650,110.83725510
965,"Ds. Somomoro Dukuh","Sragen","Jawa Tengah",-7.43970000,110.86990000
938,"Ds. Sono","Sragen","Jawa Tengah",-7.33721650,110.91344120
858,"Ds. Srawung","Sragen","Jawa Tengah",-7.34165380,111.01750550
993,"Ds. Sribit","Sragen","Jawa Tengah",-7.39220000,110.97910000
865,"Ds. Srimulyo","Sragen","Jawa Tengah",-7.45125210,111.08944540
974,"Ds. Sukorejo","Sragen","Jawa Tengah",-7.51307220,111.14289560
939,"Ds. Sumberejo","Sragen","Jawa Tengah",-7.29160000,110.91660000
932,"Ds. Sunggingan","Sragen","Jawa Tengah",-7.37444780,110.80885380
1045,"Ds. Suwatu","Sragen","Jawa Tengah",-7.37213890,110.94457620
859,"Ds. Tanggan","Sragen","Jawa Tengah",-7.35974420,111.00214320
997,"Ds. Tangkil","Sragen","Jawa Tengah",-7.39048210,111.01486090
1046,"Ds. Tanon","Sragen","Jawa Tengah",-7.39768640,110.83059180
994,"Ds. Taraman","Sragen","Jawa Tengah",-7.41610000,110.95360000
848,"Ds. Tegaldowo","Sragen","Jawa Tengah",-7.39768640,110.83059180
887,"Ds. Tegalombo","Sragen","Jawa Tengah",-7.42636970,110.83511400
866,"Ds. Tegalrejo","Sragen","Jawa Tengah",-7.45860000,111.10740000
940,"Ds. Tempelrejo","Sragen","Jawa Tengah",-7.34267530,110.92329020
995,"Ds. Tenggak","Sragen","Jawa Tengah",-7.41020000,110.94550000
1023,"Ds. Tlogo Tirto","Sragen","Jawa Tengah",-7.00058000,110.46317470
983,"Ds. Toyogo","Sragen","Jawa Tengah",-7.38365510,111.10102500
888,"Ds. Trobayan","Sragen","Jawa Tengah",-7.44814970,110.79460700
941,"Ds. Trombol","Sragen","Jawa Tengah",-7.35793400,110.94140050
867,"Ds. Tunggul","Sragen","Jawa Tengah",-7.46472510,111.12510030
908,"Ds. Wonokerso","Sragen","Jawa Tengah",-7.47420070,111.02905110
889,"Ds. Wonorejo","Sragen","Jawa Tengah",-7.48050890,111.01102790
909,"Ds. Wonorejo","Sragen","Jawa Tengah",-7.48470950,111.01438550
868,"Ds. Wonotolo","Sragen","Jawa Tengah",-7.42490290,111.08066450
849,"Kel. Gemolong","Sragen","Jawa Tengah",-7.39421900,110.83178520
998,"Kel. Karang Tengah","Sragen","Jawa Tengah",-7.41091310,111.01593120
850,"Kel. Kragilan","Sragen","Jawa Tengah",-7.41190000,110.83020000
898,"Kel. Kroyo","Sragen","Jawa Tengah",-7.44626200,111.02803190
851,"Kel. Kwangen","Sragen","Jawa Tengah",-7.39550000,110.82050000
852,"Kel. Ngembat Padas","Sragen","Jawa Tengah",-7.39880000,110.82520000
999,"Kel. Nglorog","Sragen","Jawa Tengah",-7.41568260,111.04223920
899,"Kel. Plumbungan","Sragen","Jawa Tengah",-7.43337820,111.04284710
1000,"Kel. Sragen Kulon","Sragen","Jawa Tengah",-7.42696740,111.01158530
1001,"Kel. Sragen Tengah","Sragen","Jawa Tengah",-7.42587080,111.02381230
1002,"Kel. Sragen Wetan","Sragen","Jawa Tengah",-7.42129200,111.03225300
1003,"Kel.Sine","Sragen","Jawa Tengah",-7.42723760,111.00230720
1201,"Ds. . Weru","Sukoharjo","Jawa Tengah",-7.76302480,110.75204270
1202,"Ds. Alasombo","Sukoharjo","Jawa Tengah",-7.78955770,110.79113580
1158,"Ds. Bakalan","Sukoharjo","Jawa Tengah",-7.64027800,110.86800340
1047,"Ds. Bakipandeyan","Sukoharjo","Jawa Tengah",-7.60819540,110.78130530
1101,"Ds. Banaran","Sukoharjo","Jawa Tengah",-7.57372080,110.79614220
1142,"Ds. Baran","Sukoharjo","Jawa Tengah",-7.73930000,110.86030000
1127,"Ds. Bekonang","Sukoharjo","Jawa Tengah",-7.60877570,110.87399120
1061,"Ds. Bendosari","Sukoharjo","Jawa Tengah",-7.58173040,110.71338560
1048,"Ds. Bentakan","Sukoharjo","Jawa Tengah",-7.61860000,110.78500000
1087,"Ds. Blimbing","Sukoharjo","Jawa Tengah",-7.59636790,110.74043970
1159,"Ds. Bugel","Sukoharjo","Jawa Tengah",-7.62934220,110.84437350
1075,"Ds. Bulu","Sukoharjo","Jawa Tengah",-7.76398530,110.83291050
1160,"Ds. Bulu","Sukoharjo","Jawa Tengah",-7.76398530,110.83291050
1062,"Ds. Cabeyan","Sukoharjo","Jawa Tengah",-7.71196260,110.93708290
1128,"Ds. Cangkol","Sukoharjo","Jawa Tengah",-7.61111790,110.87850140
1143,"Ds. Celep","Sukoharjo","Jawa Tengah",-7.73410830,110.91534060
1102,"Ds. Cemani","Sukoharjo","Jawa Tengah",-7.58453670,110.81170660
1189,"Ds. Dalangan","Sukoharjo","Jawa Tengah",-7.72187290,110.80662410
1144,"Ds. Daleman","Sukoharjo","Jawa Tengah",-7.72830000,110.85480000
1129,"Ds. Demakan","Sukoharjo","Jawa Tengah",-7.60057130,110.87448960
1130,"Ds. Dukuh","Sukoharjo","Jawa Tengah",-7.59050320,110.86557710
1049,"Ds. Duwet","Sukoharjo","Jawa Tengah",-7.60308320,110.79303750
1131,"Ds. Gadingan","Sukoharjo","Jawa Tengah",-7.58309400,110.84695620
1103,"Ds. Gedangan","Sukoharjo","Jawa Tengah",-7.60232990,110.79598040
1050,"Ds. Gedongan","Sukoharjo","Jawa Tengah",-7.62370000,110.76900000
1088,"Ds. Geneng","Sukoharjo","Jawa Tengah",-7.60370000,110.75410000
1161,"Ds. Genengsari","Sukoharjo","Jawa Tengah",-7.62167820,110.94703490
1051,"Ds. Gentan","Sukoharjo","Jawa Tengah",-7.57920000,110.78350000
