id,village_name,city_name,province_name,latitude,longitude
1063,"Ds. Gentan","Sukoharjo","Jawa Tengah",-7.78075460,110.84297710
1076,"Ds. Gentan","Sukoharjo","Jawa Tengah",-7.78075460,110.84297710
1162,"Ds. Godog","Sukoharjo","Jawa Tengah",-7.64890000,110.88830000
1115,"Ds. Gonilan","Sukoharjo","Jawa Tengah",-7.55052830,110.75982890
1190,"Ds. Grajegan","Sukoharjo","Jawa Tengah",-7.73820000,110.77510000
1104,"Ds. Grogol","Sukoharjo","Jawa Tengah",-7.60554780,110.81881960
1203,"Ds. Grogol","Sukoharjo","Jawa Tengah",-7.60203340,110.81862510
1116,"Ds. Gumpang","Sukoharjo","Jawa Tengah",-7.56371640,110.75923910
1145,"Ds. Gupit","Sukoharjo","Jawa Tengah",-7.74970000,110.88490000
1064,"Ds. Jagan","Sukoharjo","Jawa Tengah",-7.70489000,110.88357850
1146,"Ds. Jangglengan","Sukoharjo","Jawa Tengah",-7.75043060,110.90802100
1089,"Ds. Jati","Sukoharjo","Jawa Tengah",-7.59830000,110.76200000
1204,"Ds. Jatingarang","Sukoharjo","Jawa Tengah",-7.80575760,110.76824350
1163,"Ds. Jatisobo","Sukoharjo","Jawa Tengah",-7.62090000,110.90490000
1052,"Ds. Jetis","Sukoharjo","Jawa Tengah",-7.61942740,110.77265930
1132,"Ds. Joho","Sukoharjo","Jawa Tengah",-7.59336500,110.89021180
1147,"Ds. Juron","Sukoharjo","Jawa Tengah",-7.72160710,110.92661300
1053,"Ds. Kadilangu","Sukoharjo","Jawa Tengah",-7.60641580,110.78859230
1105,"Ds. Kadokan","Sukoharjo","Jawa Tengah",-7.60590140,110.82685460
1090,"Ds. Kagokan","Sukoharjo","Jawa Tengah",-7.59421180,110.72021750
1077,"Ds. Kamal","Sukoharjo","Jawa Tengah",-7.77159190,110.81497160
1205,"Ds. Karakan","Sukoharjo","Jawa Tengah",-7.78585810,110.74374380
1206,"Ds. Karanganyar","Sukoharjo","Jawa Tengah",-7.79972260,110.77419340
1078,"Ds. Karangasem","Sukoharjo","Jawa Tengah",-7.74978310,110.85908310
1207,"Ds. Karangmojo","Sukoharjo","Jawa Tengah",-7.77749190,110.77417140
1208,"Ds. Karangtengah","Sukoharjo","Jawa Tengah",-7.79522400,110.73308860
1164,"Ds. Karangwuni","Sukoharjo","Jawa Tengah",-7.62697490,110.85027220
1209,"Ds. Karangwuni","Sukoharjo","Jawa Tengah",-7.62697490,110.85027220
1191,"Ds. Kateguhan","Sukoharjo","Jawa Tengah",-7.73513200,110.79632220
1165,"Ds. Kayuapak","Sukoharjo","Jawa Tengah",-7.61010000,110.92310000
1192,"Ds. Kedungjambal","Sukoharjo","Jawa Tengah",-7.73392030,110.75980590
1079,"Ds. Kedungsono","Sukoharjo","Jawa Tengah",-7.79176190,110.85716440
1148,"Ds. Kedungwinong","Sukoharjo","Jawa Tengah",-7.72430000,110.87680000
1166,"Ds. Kemasan","Sukoharjo","Jawa Tengah",-7.65240000,110.88810000
1167,"Ds. Kenokorejo","Sukoharjo","Jawa Tengah",-7.66995120,110.88305260
1149,"Ds. Kepuh","Sukoharjo","Jawa Tengah",-7.71751320,110.85139760
1117,"Ds. Kertonatan","Sukoharjo","Jawa Tengah",-7.54744670,110.72101930
1091,"Ds. Klaseman","Sukoharjo","Jawa Tengah",-7.58520000,110.72680000
1133,"Ds. Klumprit","Sukoharjo","Jawa Tengah",-7.61137800,110.88594450
1134,"Ds. Kragilan","Sukoharjo","Jawa Tengah",-7.60651990,110.90298270
1092,"Ds. Krajan","Sukoharjo","Jawa Tengah",-7.59318480,110.72627370
1210,"Ds. Krajan","Sukoharjo","Jawa Tengah",-7.81641900,110.75591820
1054,"Ds. Kudu","Sukoharjo","Jawa Tengah",-7.61120730,110.78809700
1080,"Ds. Kunden","Sukoharjo","Jawa Tengah",-7.75837830,110.82027850
1106,"Ds. Kwarasan","Sukoharjo","Jawa Tengah",-7.59090530,110.81470350
1135,"Ds. Laban","Sukoharjo","Jawa Tengah",-7.60042140,110.84709810
1107,"Ds. Langenharjo","Sukoharjo","Jawa Tengah",-7.61084910,110.81741210
1150,"Ds. Lawu","Sukoharjo","Jawa Tengah",-7.72700640,110.84655340
1081,"Ds. Lengking","Sukoharjo","Jawa Tengah",-7.73315760,110.82385350
1193,"Ds. Lorog","Sukoharjo","Jawa Tengah",-7.73682080,110.79418250
1093,"Ds. Luwang","Sukoharjo","Jawa Tengah",-7.58660000,110.73260000
1108,"Ds. Madegondo","Sukoharjo","Jawa Tengah",-7.60433820,110.81713860
1194,"Ds. Majasto","Sukoharjo","Jawa Tengah",-7.70878170,110.78266560
1118,"Ds. Makamhaji","Sukoharjo","Jawa Tengah",-7.56464840,110.76968460
1082,"Ds. Malangan","Sukoharjo","Jawa Tengah",-7.74378580,110.80352240
1109,"Ds. Manang","Sukoharjo","Jawa Tengah",-7.58946230,110.78739320
1055,"Ds. Mancasan","Sukoharjo","Jawa Tengah",-7.63060000,110.78630000
1065,"Ds. Manisharjo","Sukoharjo","Jawa Tengah",-7.70850000,110.90300000
1094,"Ds. Mayang","Sukoharjo","Jawa Tengah",-7.57305460,110.74033260
1056,"Ds. Menuran","Sukoharjo","Jawa Tengah",-7.60581250,110.77007210
1066,"Ds. Mertan","Sukoharjo","Jawa Tengah",-7.68370000,110.88510000
1067,"Ds. Mojorejo","Sukoharjo","Jawa Tengah",-7.70020000,110.90820000
1168,"Ds. Mranggen","Sukoharjo","Jawa Tengah",-7.62740000,110.89280000
1068,"Ds. Mulur","Sukoharjo","Jawa Tengah",-7.69110690,110.88007070
1119,"Ds. Ngabeyan","Sukoharjo","Jawa Tengah",-7.54490580,110.74409760
1083,"Ds. Ngasinan","Sukoharjo","Jawa Tengah",-7.74803060,110.83640240
1120,"Ds. Ngemplak","Sukoharjo","Jawa Tengah",-7.56872380,110.72852390
1169,"Ds. Ngombakan","Sukoharjo","Jawa Tengah",-7.62928290,110.86111170
1211,"Ds. Ngreco","Sukoharjo","Jawa Tengah",-7.76289340,110.75982560
1057,"Ds. Ngrombo","Sukoharjo","Jawa Tengah",-7.63510000,110.79350000
1151,"Ds. Nguter","Sukoharjo","Jawa Tengah",-7.74511240,110.87684210
1121,"Ds. Pabelan","Sukoharjo","Jawa Tengah",-7.55279840,110.75997250
1069,"Ds. Paluhombo","Sukoharjo","Jawa Tengah",-7.68861870,110.94214720
1136,"Ds. Palur","Sukoharjo","Jawa Tengah",-7.57344480,110.87485730
1110,"Ds. Pandeyan","Sukoharjo","Jawa Tengah",-7.63240000,110.83730000
1111,"Ds. Parangjoro","Sukoharjo","Jawa Tengah",-7.63314760,110.80588010
1152,"Ds. Pengkol","Sukoharjo","Jawa Tengah",-7.74899230,110.90052420
1153,"Ds. Plesan","Sukoharjo","Jawa Tengah",-7.72692170,110.88635470
1137,"Ds. Plumbon","Sukoharjo","Jawa Tengah",-7.59607490,110.85375830
1195,"Ds. Pojok","Sukoharjo","Jawa Tengah",-7.71350000,110.80120000
1170,"Ds. Polokarto","Sukoharjo","Jawa Tengah",-7.63871950,110.91868420
1112,"Ds. Pondok","Sukoharjo","Jawa Tengah",-7.62302390,110.80763650
1154,"Ds. Pondok","Sukoharjo","Jawa Tengah",-7.62190010,110.80197400
1196,"Ds. Ponowaren","Sukoharjo","Jawa Tengah",-7.71930330,110.77849560
1171,"Ds. Pranan","Sukoharjo","Jawa Tengah",-7.62460070,110.83299640
1122,"Ds. Pucangan","Sukoharjo","Jawa Tengah",-7.56085930,110.73500380
1070,"Ds. Puhgogor","Sukoharjo","Jawa Tengah",-7.70276440,110.93580520
1197,"Ds. Pundungrejo","Sukoharjo","Jawa Tengah",-7.75666920,110.79847740
1058,"Ds. Purbayan","Sukoharjo","Jawa Tengah",-7.57387170,110.76754420
1084,"Ds. Puron","Sukoharjo","Jawa Tengah",-7.75021740,110.80644730
1172,"Ds. Rejosari","Sukoharjo","Jawa Tengah",-7.65590000,110.92090000
1085,"Ds. Sanggang","Sukoharjo","Jawa Tengah",-7.79013920,110.80575670
1113,"Ds. Sanggrahan","Sukoharjo","Jawa Tengah",-7.58470000,110.79700000
1095,"Ds. Sanggung","Sukoharjo","Jawa Tengah",-7.55162460,110.72949490
1138,"Ds. Sapen","Sukoharjo","Jawa Tengah",-7.59299410,110.90749110
1155,"Ds. Serut","Sukoharjo","Jawa Tengah",-7.74059170,110.92973950
1071,"Ds. Sidorejo","Sukoharjo","Jawa Tengah",-7.65753740,110.84358390
1123,"Ds. Singopuran","Sukoharjo","Jawa Tengah",-7.54875980,110.75010050
1059,"Ds. Siwal","Sukoharjo","Jawa Tengah",-7.58940000,110.77380000
1096,"Ds. Sraten","Sukoharjo","Jawa Tengah",-7.57570000,110.72030000
1072,"Ds. Sugihan","Sukoharjo","Jawa Tengah",-7.67220000,110.87180000
1198,"Ds. Tambakboyo","Sukoharjo","Jawa Tengah",-7.69171950,110.79296950
1199,"Ds. Tangkisan","Sukoharjo","Jawa Tengah",-7.70466770,110.79980550
1156,"Ds. Tanjung","Sukoharjo","Jawa Tengah",-7.72700640,110.84655340
1157,"Ds. Tanjungrejo","Sukoharjo","Jawa Tengah",-7.76369580,110.92338390
1212,"Ds. Tawang","Sukoharjo","Jawa Tengah",-7.75601220,110.74294030
1139,"Ds. Tegalmade","Sukoharjo","Jawa Tengah",-7.61551710,110.84967270
1213,"Ds. Tegalsari","Sukoharjo","Jawa Tengah",-7.77010000,110.73500000
1114,"Ds. Telukan","Sukoharjo","Jawa Tengah",-7.61205090,110.81869710
1097,"Ds. Tempel","Sukoharjo","Jawa Tengah",-7.58057480,110.71495200
1173,"Ds. Tepisari","Sukoharjo","Jawa Tengah",-7.66210000,110.89790000
1086,"Ds. Tiyaran","Sukoharjo","Jawa Tengah",-7.77384210,110.85342660
1073,"Ds. Toriyo","Sukoharjo","Jawa Tengah",-7.67910000,110.85700000
1098,"Ds. Trangsan","Sukoharjo","Jawa Tengah",-7.58120000,110.74020000
1140,"Ds. Triyagan","Sukoharjo","Jawa Tengah",-7.58061890,110.89334200
1099,"Ds. Trosemi","Sukoharjo","Jawa Tengah",-7.58870000,110.75050000
1060,"Ds. Waru","Sukoharjo","Jawa Tengah",-7.58690460,110.76487770
1200,"Ds. Watubonang","Sukoharjo","Jawa Tengah",-7.74740000,110.76770000
1124,"Ds. Wirogunan","Sukoharjo","Jawa Tengah",-7.54202590,110.72634550
1100,"Ds. Wironanggan","Sukoharjo","Jawa Tengah",-7.57640000,110.72700000
1141,"Ds. Wirun","Sukoharjo","Jawa Tengah",-7.60310560,110.86422380
1174,"Ds. Wonorejo","Sukoharjo","Jawa Tengah",-7.61403570,110.88920450
1175,"Kel. Banmati","Sukoharjo","Jawa Tengah",-7.70911410,110.81295140
1176,"Kel. Begajah","Sukoharjo","Jawa Tengah",-7.70331840,110.85089080
1177,"Kel. Bulakan","Sukoharjo","Jawa Tengah",-7.67640000,110.78610000
1178,"Kel. Bulakrejo","Sukoharjo","Jawa Tengah",-7.64646970,110.83040130
1179,"Kel. Combongan","Sukoharjo","Jawa Tengah",-7.68753460,110.81029020
1180,"Kel. Dukuh","Sukoharjo","Jawa Tengah",-7.59918300,110.86620200
1181,"Kel. Gayam","Sukoharjo","Jawa Tengah",-7.68712100,110.84910410
1182,"Kel. Jetis","Sukoharjo","Jawa Tengah",-7.68561760,110.82961210
1183,"Kel. Joho","Sukoharjo","Jawa Tengah",-7.59336500,110.89021180
1074,"Kel. Jombor","Sukoharjo","Jawa Tengah",-7.67117350,110.84057990
1125,"Kel. Kartasura","Sukoharjo","Jawa Tengah",-7.54977510,110.73860210
1184,"Kel. Kenep","Sukoharjo","Jawa Tengah",-7.70109200,110.80772860
1185,"Kel. Kriwen","Sukoharjo","Jawa Tengah",-7.68684960,110.79727730
1186,"Kel. Mandan","Sukoharjo","Jawa Tengah",-7.70378660,110.83611400
1126,"Kel. Ngadirejo","Sukoharjo","Jawa Tengah",-7.56033300,110.75239920
1187,"Kel. Sonorejo","Sukoharjo","Jawa Tengah",-7.65346600,110.80618880
1188,"Kel. Sukoharjo","Sukoharjo","Jawa Tengah",-7.67975950,110.84337210
1251,"Kel. Baluwarti","Surakarta","Jawa Tengah",-7.58055910,110.82842450
1214,"Kel. Banjarsari","Surakarta","Jawa Tengah",-7.56046790,110.82644400
1215,"Kel. Banyuanyar","Surakarta","Jawa Tengah",-7.54141450,110.80997180
1240,"Kel. Bumi","Surakarta","Jawa Tengah",-7.56809410,110.79970950
1261,"Kel. Danukusuman","Surakarta","Jawa Tengah",-7.58153390,110.82189050
1252,"Kel. Gajahan","Surakarta","Jawa Tengah",-7.58166050,110.82267760
1229,"Kel. Gandekan","Surakarta","Jawa Tengah",-7.57239960,110.83926750
1216,"Kel. Gilingan","Surakarta","Jawa Tengah",-7.55267700,110.82266100
1230,"Kel. Jagalan","Surakarta","Jawa Tengah",-7.55848660,110.84825190
1241,"Kel. Jajar","Surakarta","Jawa Tengah",-7.55872920,110.78549500
1262,"Kel. Jayengan","Surakarta","Jawa Tengah",-7.58153390,110.82189050
1231,"Kel. Jebres","Surakarta","Jawa Tengah",-7.55638260,110.85525330
1217,"Kel. Joglo","Surakarta","Jawa Tengah",-7.54161370,110.82103470
1263,"Kel. Joyontakan","Surakarta","Jawa Tengah",-7.58840000,110.81020000
1253,"Kel. Joyosuran","Surakarta","Jawa Tengah",-7.59006300,110.82732820
1218,"Kel. Kadipiro","Surakarta","Jawa Tengah",-7.53632270,110.82310940
1242,"Kel. Karangasem","Surakarta","Jawa Tengah",-7.56052240,110.78821130
1254,"Kel. Kauman","Surakarta","Jawa Tengah",-7.57272760,110.82743380
1255,"Kel. Kedunglumbu","Surakarta","Jawa Tengah",-7.17485890,110.62924500
1264,"Kel. Kemlayan","Surakarta","Jawa Tengah",-7.58153390,110.82189050
1232,"Kel. Kepatihan Kulon","Surakarta","Jawa Tengah",-7.56230000,110.82930000
1233,"Kel. Kepatihan Wetan","Surakarta","Jawa Tengah",-7.56530000,110.83160000
1219,"Kel. Keprabon","Surakarta","Jawa Tengah",-7.56277320,110.82299770
1243,"Kel. Kerten","Surakarta","Jawa Tengah",-7.56108370,110.79300830
1220,"Kel. Kestalan","Surakarta","Jawa Tengah",-7.56098980,110.82405870
1221,"Kel. Ketelan","Surakarta","Jawa Tengah",-7.56277320,110.82299770
1256,"Kel. Kp. Baru","Surakarta","Jawa Tengah",-7.57057640,110.83467470
1234,"Kel. Kp. Sewu","Surakarta","Jawa Tengah",-7.57054820,110.83472790
1265,"Kel. Kratonan","Surakarta","Jawa Tengah",-7.58153390,110.82189050
1244,"Kel. Laweyan","Surakarta","Jawa Tengah",-7.56320740,110.79838510
1222,"Kel. Manahan","Surakarta","Jawa Tengah",-7.55563060,110.80643920
1223,"Kel. Mangkubumen","Surakarta","Jawa Tengah",-7.56290410,110.80705670
1257,"Kel. Mojo","Surakarta","Jawa Tengah",-7.55107500,110.85919570
1235,"Kel. Mojosongo","Surakarta","Jawa Tengah",-7.54235520,110.84167810
1224,"Kel. Nusukan","Surakarta","Jawa Tengah",-7.54461920,110.82240660
1245,"Kel. Pajang","Surakarta","Jawa Tengah",-7.56626900,110.78615090
1246,"Kel. Panularan","Surakarta","Jawa Tengah",-7.57405450,110.81243160
1258,"Kel. Pasarkliwon","Surakarta","Jawa Tengah",-7.57546570,110.83265350
1247,"Kel. Penumping","Surakarta","Jawa Tengah",-7.56897620,110.80934250
1236,"Kel. Pucangsawit","Surakarta","Jawa Tengah",-7.56317130,110.84927940
1225,"Kel. Punggawan","Surakarta","Jawa Tengah",-7.56455840,110.81827440
1237,"Kel. Purwodiningratan","Surakarta","Jawa Tengah",-7.57018320,110.82964340
1248,"Kel. Purwosari","Surakarta","Jawa Tengah",-7.56134450,110.79740270
1259,"Kel. Sangkrah","Surakarta","Jawa Tengah",-7.57559030,110.83633800
1260,"Kel. Semanggi","Surakarta","Jawa Tengah",-7.58347280,110.83843810
1266,"Kel. Serengan","Surakarta","Jawa Tengah",-7.58153390,110.82189050
1249,"Kel. Sondakan","Surakarta","Jawa Tengah",-7.56320740,110.79838510
1250,"Kel. Sriwedari","Surakarta","Jawa Tengah",-7.56631770,110.81023360
1226,"Kel. Stabelan","Surakarta","Jawa Tengah",-7.56237210,110.82662540
1238,"Kel. Sudiroprajan","Surakarta","Jawa Tengah",-7.57018320,110.82964340
1227,"Kel. Sumber","Surakarta","Jawa Tengah",-7.54992330,110.80274490
1239,"Kel. Tegalharjo","Surakarta","Jawa Tengah",-7.55966260,110.83469510
1228,"Kel. Timuran","Surakarta","Jawa Tengah",-7.56720000,110.82070000
1267,"Kel. Tipes","Surakarta","Jawa Tengah",-7.58153390,110.82189050
1465,"Ds. Bakalan","Wonogiri","Jawa Tengah",-7.81469080,111.28198300
1299,"Ds. Baleharjo","Wonogiri","Jawa Tengah",-8.00520000,110.85700000
1268,"Ds. Balepanjang","Wonogiri","Jawa Tengah",-8.00589930,110.92567960
1441,"Ds. Banaran","Wonogiri","Jawa Tengah",-8.04181490,110.85609900
1466,"Ds. Bangsri","Wonogiri","Jawa Tengah",-7.84323980,111.23791750
1525,"Ds. Banyak Prodo","Wonogiri","Jawa Tengah",-7.94260000,110.99630000
1300,"Ds. Basuhan","Wonogiri","Jawa Tengah",-7.98923910,110.78944070
1269,"Ds. Baturetno","Wonogiri","Jawa Tengah",-7.97199290,110.93032380
1281,"Ds. Batuwarno","Wonogiri","Jawa Tengah",-7.98987870,111.00767070
1270,"Ds. Belikurip","Wonogiri","Jawa Tengah",-7.98337390,110.95241500
1404,"Ds. Bero","Wonogiri","Jawa Tengah",-7.85203170,110.83879700
1467,"Ds. Biting","Wonogiri","Jawa Tengah",-7.84779650,111.29704110
1271,"Ds. Boto","Wonogiri","Jawa Tengah",-7.92610700,110.91908140
1362,"Ds. Boto","Wonogiri","Jawa Tengah",-7.92610700,110.91908140
1363,"Ds. Brenggolo","Wonogiri","Jawa Tengah",-7.91669140,111.15927680
1314,"Ds. Bubakan","Wonogiri","Jawa Tengah",-7.73371840,111.13258510
1394,"Ds. Bugelan","Wonogiri","Jawa Tengah",-7.92624870,111.20412290
1289,"Ds. Bulurejo","Wonogiri","Jawa Tengah",-7.78550000,111.23340000
1335,"Ds. Bulurejo","Wonogiri","Jawa Tengah",-7.93271180,110.97453820
1422,"Ds. Bulurejo","Wonogiri","Jawa Tengah",-7.93271180,110.97453820
1539,"Ds. Bulusulur","Wonogiri","Jawa Tengah",-7.81137030,110.95213290
1336,"Ds. Bumiharjo","Wonogiri","Jawa Tengah",-7.89393490,110.94975280
1423,"Ds. Bumiharjo","Wonogiri","Jawa Tengah",-7.89393490,110.94975280
1364,"Ds. Cangkring","Wonogiri","Jawa Tengah",-7.89274050,111.12589900
1290,"Ds. Conto","Wonogiri","Jawa Tengah",-7.74798220,111.19754110
1365,"Ds. Dawungan","Wonogiri","Jawa Tengah",-7.90287500,111.13588110
1526,"Ds. Dlepih","Wonogiri","Jawa Tengah",-7.97883900,111.07045640
1315,"Ds. Doho","Wonogiri","Jawa Tengah",-7.80560000,111.05560000
1291,"Ds. Domas","Wonogiri","Jawa Tengah",-7.79168780,111.19530960
1366,"Ds. Duren","Wonogiri","Jawa Tengah",-7.88093350,111.11794620
1301,"Ds. Eromoko","Wonogiri","Jawa Tengah",-7.96481850,110.85472490
1272,"Ds. Gambiranom","Wonogiri","Jawa Tengah",-7.97920000,110.91670000
1395,"Ds. Gambiranom","Wonogiri","Jawa Tengah",-7.87500000,111.27300000
1442,"Ds. Gambirmanis","Wonogiri","Jawa Tengah",-8.11169590,110.84658310
1424,"Ds. Gebang","Wonogiri","Jawa Tengah",-7.89927380,110.93723740
1443,"Ds. Gebangharjo","Wonogiri","Jawa Tengah",-8.04237860,110.76870450
1396,"Ds. Gedawung","Wonogiri","Jawa Tengah",-7.87840000,111.25760000
1411,"Ds. Gedong","Wonogiri","Jawa Tengah",-7.85962130,110.99084490
1337,"Ds. Gedongrejo","Wonogiri","Jawa Tengah",-8.06110480,110.99817530
1480,"Ds. Gemantar","Wonogiri","Jawa Tengah",-7.77378030,110.88941120
1412,"Ds. Gemawang","Wonogiri","Jawa Tengah",-7.87686410,111.01958630
1433,"Ds. Gendayakan","Wonogiri","Jawa Tengah",-8.15200000,110.88480000
1292,"Ds. Geneng","Wonogiri","Jawa Tengah",-7.75830000,111.21610000
1527,"Ds. Genengharjo","Wonogiri","Jawa Tengah",-7.93189030,111.11363270
1554,"Ds. Genukharjo","Wonogiri","Jawa Tengah",-7.91000000,110.81440000
1316,"Ds. Girimrto","Wonogiri","Jawa Tengah",-7.78320000,110.94360000
1351,"Ds. Girimulyo","Wonogiri","Jawa Tengah",-7.76775710,111.15312560
1528,"Ds. Girirejo","Wonogiri","Jawa Tengah",-7.95055990,111.08981450
1317,"Ds. Giriwarno","Wonogiri","Jawa Tengah",-7.80560000,111.05000000
1352,"Ds. Giriyoso","Wonogiri","Jawa Tengah",-7.81341620,111.10282820
1273,"Ds. Glesungharjo","Wonogiri","Jawa Tengah",-7.89310000,110.96380000
1444,"Ds. Glinggang","Wonogiri","Jawa Tengah",-8.02672170,110.77937520
1459,"Ds. Golo","Wonogiri","Jawa Tengah",-7.75398050,111.23622500
1468,"Ds. Gondang","Wonogiri","Jawa Tengah",-7.88240000,111.25300000
1377,"Ds. Gondangsari","Wonogiri","Jawa Tengah",-7.67868330,110.76995320
1434,"Ds. Gudangharjo","Wonogiri","Jawa Tengah",-8.17360000,110.86800000
1555,"Ds. Gumiwang Lor","Wonogiri","Jawa Tengah",-7.87248490,110.88262460
1503,"Ds. Gunan","Wonogiri","Jawa Tengah",-7.80980000,111.15100000
1367,"Ds. Guno","Wonogiri","Jawa Tengah",-7.89064550,111.14876720
1435,"Ds. Gunturharjo","Wonogiri","Jawa Tengah",-8.19029320,110.88612930
1405,"Ds. Gunungan","Wonogiri","Jawa Tengah",-7.82290490,110.83176690
1378,"Ds. Gunungsari","Wonogiri","Jawa Tengah",-7.82789510,111.12910160
1338,"Ds. Guwotirto","Wonogiri","Jawa Tengah",-8.03890000,110.93330000
1529,"Ds. Hargantoro","Wonogiri","Jawa Tengah",-7.94435780,111.06891330
1530,"Ds. Hargorejo","Wonogiri","Jawa Tengah",-7.95393340,111.11411440
1481,"Ds. Jaten","Wonogiri","Jawa Tengah",-7.76511720,110.87054490
1413,"Ds. Jatimarto","Wonogiri","Jawa Tengah",-7.78210560,111.02998700
1491,"Ds. Jatinom","Wonogiri","Jawa Tengah",-7.82050000,111.07040000
1353,"Ds. Jatipurwo","Wonogiri","Jawa Tengah",-7.79570000,111.15890000
1318,"Ds. Jatirejo","Wonogiri","Jawa Tengah",-7.76588210,111.05991490
1328,"Ds. Jatirejo","Wonogiri","Jawa Tengah",-8.10090000,110.87100000
1368,"Ds. Jatirejo","Wonogiri","Jawa Tengah",-7.77682930,111.05629240
1379,"Ds. Jatisari","Wonogiri","Jawa Tengah",-7.82772290,111.12411150
1380,"Ds. Jatisrono","Wonogiri","Jawa Tengah",-7.82624460,111.12894590
1504,"Ds. Jeblogan","Wonogiri","Jawa Tengah",-8.06058110,111.03538470
1319,"Ds. Jendi","Wonogiri","Jawa Tengah",-7.79313540,111.08092530
1482,"Ds. Jendi","Wonogiri","Jawa Tengah",-7.79318890,111.08095850
1354,"Ds. Jeporo","Wonogiri","Jawa Tengah",-7.77252930,111.11534590
1445,"Ds. Jimbar","Wonogiri","Jawa Tengah",-8.06048540,110.84548600
1446,"Ds. Joho","Wonogiri","Jawa Tengah",-8.10853000,110.80069320
1469,"Ds. Joho","Wonogiri","Jawa Tengah",-7.83596840,111.23447520
1436,"Ds. Johunut","Wonogiri","Jawa Tengah",-8.13449410,110.86502380
1406,"Ds. Karanglor","Wonogiri","Jawa Tengah",-7.82887610,110.81077430
1505,"Ds. Karangtengah","Wonogiri","Jawa Tengah",-8.01337340,111.06811340
1492,"Ds. Kebonagung","Wonogiri","Jawa Tengah",-7.87440000,111.04650000
1493,"Ds. Kedunggupit","Wonogiri","Jawa Tengah",-7.82522970,111.05069770
1274,"Ds. Kedungombo","Wonogiri","Jawa Tengah",-7.93700000,110.93700000
1425,"Ds. Kel. Beji","Wonogiri","Jawa Tengah",-7.92160000,110.91530000
1293,"Ds. Kel. Bulukerto","Wonogiri","Jawa Tengah",-7.83320000,110.85840000
1506,"Ds. Kel. Bulusari","Wonogiri","Jawa Tengah",-7.89830000,111.00960000
1339,"Ds. Kel. Giriwoyo","Wonogiri","Jawa Tengah",-7.99410000,110.86160000
1355,"Ds. Kel. Jatipurno","Wonogiri","Jawa Tengah",-7.83470000,110.90930000
1483,"Ds. Kel. Kaliancar","Wonogiri","Jawa Tengah",-7.81460000,110.82030000
1460,"Ds. Kel. Kel.Giriharjo","Wonogiri","Jawa Tengah",-7.81480000,111.02200000
1302,"Ds. Kel. Ngadirejo","Wonogiri","Jawa Tengah",-7.96210000,110.86980000
1381,"Ds. Kel. Pelem","Wonogiri","Jawa Tengah",-7.83150000,110.90790000
1303,"Ds. Kel. Puloharjo","Wonogiri","Jawa Tengah",-7.96970000,110.85900000
1407,"Ds. Kel. Punduhsari","Wonogiri","Jawa Tengah",-7.74220000,110.80770000
1382,"Ds. Kel. Tanjungsari","Wonogiri","Jawa Tengah",-7.82890000,110.88910000
1484,"Ds. Keloran","Wonogiri","Jawa Tengah",-7.80750300,110.88233450
1356,"Ds. Kembang","Wonogiri","Jawa Tengah",-7.77660670,111.16645960
1470,"Ds. Kenteng","Wonogiri","Jawa Tengah",-7.81406260,111.23865450
1485,"Ds. Kepatihan","Wonogiri","Jawa Tengah",-7.80209330,110.86502430
1408,"Ds. Kepuhsari","Wonogiri","Jawa Tengah",-7.85992310,110.80534670
1471,"Ds. Kepyar","Wonogiri","Jawa Tengah",-7.83343560,111.27706790
1414,"Ds. Kerjo Kidul","Wonogiri","Jawa Tengah",-7.85299630,111.01318980
1415,"Ds. Kerjo Lor","Wonogiri","Jawa Tengah",-7.82773520,111.02794370
1437,"Ds. Ketos","Wonogiri","Jawa Tengah",-8.15214250,110.85143790
1507,"Ds. Klunggen","Wonogiri","Jawa Tengah",-7.81109320,111.20053610
1357,"Ds. Kopen","Wonogiri","Jawa Tengah",-7.80253010,111.11677200
1294,"Ds. Kradegan","Wonogiri","Jawa Tengah",-7.42318730,110.07158960
1426,"Ds. Kulurejo","Wonogiri","Jawa Tengah",-7.94440000,110.98330000
1447,"Ds. Lebak","Wonogiri","Jawa Tengah",-8.03740000,110.80080000
1397,"Ds. Lemahbang","Wonogiri","Jawa Tengah",-7.90350750,111.26555190
1508,"Ds. Made","Wonogiri","Jawa Tengah",-7.84160000,111.19710000
1358,"Ds. Mangunharjo","Wonogiri","Jawa Tengah",-7.77778510,111.11867660
1540,"Ds. Manjung","Wonogiri","Jawa Tengah",-7.78070930,110.96509150
1304,"Ds. Minggarharjo","Wonogiri","Jawa Tengah",-7.99423190,110.87777380
1398,"Ds. Miri","Wonogiri","Jawa Tengah",-7.91266860,111.25054830
1472,"Ds. Miricinde","Wonogiri","Jawa Tengah",-7.82487950,111.22287060
1416,"Ds. Mlokomanis Wetan","Wonogiri","Jawa Tengah",-7.79531750,111.02229370
1556,"Ds. Mlpopoharjo","Wonogiri","Jawa Tengah",-7.84200000,110.82470000
1369,"Ds. Mojopuro","Wonogiri","Jawa Tengah",-7.94839540,110.86533690
1494,"Ds. Mojoreno","Wonogiri","Jawa Tengah",-7.84622820,111.05927990
1295,"Ds. Nadi","Wonogiri","Jawa Tengah",-7.79180000,111.21000000
1486,"Ds. Nambangan","Wonogiri","Jawa Tengah",-7.76122710,110.88412750
1495,"Ds. Ngabeyan","Wonogiri","Jawa Tengah",-7.84948060,111.04435600
