province_name,city_name,district_name,village_name,notes
"Jawa Tengah",Sukoharjo,"Kec. Grogol","Ds. Sanggrahan",
"Jawa Tengah",Sukoharjo,"Kec. Grogol","Ds. Telukan",
"Jawa Tengah",Sukoharjo,"Kec. Kartasura","Ds. Gonilan",
"Jawa Tengah",Sukoharjo,"Kec. Kartasura","Ds. Gumpang",
"Jawa Tengah",Sukoharjo,"Kec. Kartasura","Ds. Kertonatan",
"Jawa Tengah",Sukoharjo,"Kec. Kartasura","Ds. Makamhaji",
"Jawa Tengah",Sukoharjo,"Kec. Kartasura","Ds. Ngabeyan",
"Jawa Tengah",Sukoharjo,"Kec. Kartasura","Ds. Ngemplak",
"Jawa Tengah",Sukoharjo,"Kec. Kartasura","Ds. Pabelan",
"Jawa Tengah",Sukoharjo,"Kec. Kartasura","Ds. Pucangan",
"Jawa Tengah",Sukoharjo,"Kec. Kartasura","Ds. Singopuran",
"Jawa Tengah",Sukoharjo,"Kec. Kartasura","Ds. Wirogunan",
"Jawa Tengah",Sukoharjo,"Kec. Kartasura","Kel. Kartasura",
"Jawa Tengah",Sukoharjo,"Kec. Kartasura","Kel. Ngadirejo",
"Jawa Tengah",Sukoharjo,"Kec. Mojolaban","Ds. Bekonang",
"Jawa Tengah",Sukoharjo,"Kec. Mojolaban","Ds. Cangkol",
"Jawa Tengah",Sukoharjo,"Kec. Mojolaban","Ds. Demakan",
"Jawa Tengah",Sukoharjo,"Kec. Mojolaban","Ds. Dukuh",
"Jawa Tengah",Sukoharjo,"Kec. Mojolaban","Ds. Gadingan",
"Jawa Tengah",Sukoharjo,"Kec. Mojolaban","Ds. Joho",
"Jawa Tengah",Sukoharjo,"Kec. Mojolaban","Ds. Klumprit",
"Jawa Tengah",Sukoharjo,"Kec. Mojolaban","Ds. Kragilan",
"Jawa Tengah",Sukoharjo,"Kec. Mojolaban","Ds. Laban",
"Jawa Tengah",Sukoharjo,"Kec. Mojolaban","Ds. Palur",
"Jawa Tengah",Sukoharjo,"Kec. Mojolaban","Ds. Plumbon",
"Jawa Tengah",Sukoharjo,"Kec. Mojolaban","Ds. Sapen",
"Jawa Tengah",Sukoharjo,"Kec. Mojolaban","Ds. Tegalmade",
"Jawa Tengah",Sukoharjo,"Kec. Mojolaban","Ds. Triyagan",
"Jawa Tengah",Sukoharjo,"Kec. Mojolaban","Ds. Wirun",
"Jawa Tengah",Sukoharjo,"Kec. Nguter","Ds. Baran",
"Jawa Tengah",Sukoharjo,"Kec. Nguter","Ds. Celep",
"Jawa Tengah",Sukoharjo,"Kec. Nguter","Ds. Daleman",
"Jawa Tengah",Sukoharjo,"Kec. Nguter","Ds. Gupit",
"Jawa Tengah",Sukoharjo,"Kec. Nguter","Ds. Jangglengan",
"Jawa Tengah",Sukoharjo,"Kec. Nguter","Ds. Juron",
"Jawa Tengah",Sukoharjo,"Kec. Nguter","Ds. Kedungwinong",
"Jawa Tengah",Sukoharjo,"Kec. Nguter","Ds. Kepuh",
"Jawa Tengah",Sukoharjo,"Kec. Nguter","Ds. Lawu",
"Jawa Tengah",Sukoharjo,"Kec. Nguter","Ds. Nguter",
"Jawa Tengah",Sukoharjo,"Kec. Nguter","Ds. Pengkol",
"Jawa Tengah",Sukoharjo,"Kec. Nguter","Ds. Plesan",
"Jawa Tengah",Sukoharjo,"Kec. Nguter","Ds. Pondok",
"Jawa Tengah",Sukoharjo,"Kec. Nguter","Ds. Serut",
"Jawa Tengah",Sukoharjo,"Kec. Nguter","Ds. Tanjung",
"Jawa Tengah",Sukoharjo,"Kec. Nguter","Ds. Tanjungrejo",
"Jawa Tengah",Sukoharjo,"Kec. Polokarto","Ds. Bakalan",
"Jawa Tengah",Sukoharjo,"Kec. Polokarto","Ds. Bugel",
"Jawa Tengah",Sukoharjo,"Kec. Polokarto","Ds. Bulu",
"Jawa Tengah",Sukoharjo,"Kec. Polokarto","Ds. Genengsari",
"Jawa Tengah",Sukoharjo,"Kec. Polokarto","Ds. Godog",
"Jawa Tengah",Sukoharjo,"Kec. Polokarto","Ds. Jatisobo",
"Jawa Tengah",Sukoharjo,"Kec. Polokarto","Ds. Karangwuni",
"Jawa Tengah",Sukoharjo,"Kec. Polokarto","Ds. Kayuapak",
"Jawa Tengah",Sukoharjo,"Kec. Polokarto","Ds. Kemasan",
"Jawa Tengah",Sukoharjo,"Kec. Polokarto","Ds. Kenokorejo",
"Jawa Tengah",Sukoharjo,"Kec. Polokarto","Ds. Mranggen",
"Jawa Tengah",Sukoharjo,"Kec. Polokarto","Ds. Ngombakan",
"Jawa Tengah",Sukoharjo,"Kec. Polokarto","Ds. Polokarto",
"Jawa Tengah",Sukoharjo,"Kec. Polokarto","Ds. Pranan",
"Jawa Tengah",Sukoharjo,"Kec. Polokarto","Ds. Rejosari",
"Jawa Tengah",Sukoharjo,"Kec. Polokarto","Ds. Tepisari",
"Jawa Tengah",Sukoharjo,"Kec. Polokarto","Ds. Wonorejo",
"Jawa Tengah",Sukoharjo,"Kec. Sukoharjo","Kel. Banmati",
"Jawa Tengah",Sukoharjo,"Kec. Sukoharjo","Kel. Begajah",
"Jawa Tengah",Sukoharjo,"Kec. Sukoharjo","Kel. Bulakan",
"Jawa Tengah",Sukoharjo,"Kec. Sukoharjo","Kel. Bulakrejo",
"Jawa Tengah",Sukoharjo,"Kec. Sukoharjo","Kel. Combongan",
"Jawa Tengah",Sukoharjo,"Kec. Sukoharjo","Kel. Dukuh",
"Jawa Tengah",Sukoharjo,"Kec. Sukoharjo","Kel. Gayam",
"Jawa Tengah",Sukoharjo,"Kec. Sukoharjo","Kel. Jetis",
"Jawa Tengah",Sukoharjo,"Kec. Sukoharjo","Kel. Joho",
"Jawa Tengah",Sukoharjo,"Kec. Sukoharjo","Kel. Kenep",
"Jawa Tengah",Sukoharjo,"Kec. Sukoharjo","Kel. Kriwen",
"Jawa Tengah",Sukoharjo,"Kec. Sukoharjo","Kel. Mandan",
"Jawa Tengah",Sukoharjo,"Kec. Sukoharjo","Kel. Sonorejo",
"Jawa Tengah",Sukoharjo,"Kec. Sukoharjo","Kel. Sukoharjo",
"Jawa Tengah",Sukoharjo,"Kec. Tawangsari","Ds. Dalangan",
"Jawa Tengah",Sukoharjo,"Kec. Tawangsari","Ds. Grajegan",
"Jawa Tengah",Sukoharjo,"Kec. Tawangsari","Ds. Kateguhan",
"Jawa Tengah",Sukoharjo,"Kec. Tawangsari","Ds. Kedungjambal",
"Jawa Tengah",Sukoharjo,"Kec. Tawangsari","Ds. Lorog",
"Jawa Tengah",Sukoharjo,"Kec. Tawangsari","Ds. Majasto",
"Jawa Tengah",Sukoharjo,"Kec. Tawangsari","Ds. Pojok",
"Jawa Tengah",Sukoharjo,"Kec. Tawangsari","Ds. Ponowaren",
"Jawa Tengah",Sukoharjo,"Kec. Tawangsari","Ds. Pundungrejo",
"Jawa Tengah",Sukoharjo,"Kec. Tawangsari","Ds. Tambakboyo",
"Jawa Tengah",Sukoharjo,"Kec. Tawangsari","Ds. Tangkisan",
"Jawa Tengah",Sukoharjo,"Kec. Tawangsari","Ds. Watubonang",
"Jawa Tengah",Sukoharjo,"Kec. Weru","Ds. . Weru",
"Jawa Tengah",Sukoharjo,"Kec. Weru","Ds. Alasombo",
"Jawa Tengah",Sukoharjo,"Kec. Weru","Ds. Grogol",
"Jawa Tengah",Sukoharjo,"Kec. Weru","Ds. Jatingarang",
"Jawa Tengah",Sukoharjo,"Kec. Weru","Ds. Karakan",
"Jawa Tengah",Sukoharjo,"Kec. Weru","Ds. Karanganyar",
"Jawa Tengah",Sukoharjo,"Kec. Weru","Ds. Karangmojo",
"Jawa Tengah",Sukoharjo,"Kec. Weru","Ds. Karangtengah",
"Jawa Tengah",Sukoharjo,"Kec. Weru","Ds. Karangwuni",
"Jawa Tengah",Sukoharjo,"Kec. Weru","Ds. Krajan",
"Jawa Tengah",Sukoharjo,"Kec. Weru","Ds. Ngreco",
"Jawa Tengah",Sukoharjo,"Kec. Weru","Ds. Tawang",
"Jawa Tengah",Sukoharjo,"Kec. Weru","Ds. Tegalsari",
"Jawa Tengah",Surakarta,"Kec. Banjarsari","Kel. Banjarsari",
"Jawa Tengah",Surakarta,"Kec. Banjarsari","Kel. Banyuanyar",
"Jawa Tengah",Surakarta,"Kec. Banjarsari","Kel. Gilingan",
"Jawa Tengah",Surakarta,"Kec. Banjarsari","Kel. Joglo",
"Jawa Tengah",Surakarta,"Kec. Banjarsari","Kel. Kadipiro",
"Jawa Tengah",Surakarta,"Kec. Banjarsari","Kel. Keprabon",
"Jawa Tengah",Surakarta,"Kec. Banjarsari","Kel. Kestalan",
"Jawa Tengah",Surakarta,"Kec. Banjarsari","Kel. Ketelan",
"Jawa Tengah",Surakarta,"Kec. Banjarsari","Kel. Manahan",
"Jawa Tengah",Surakarta,"Kec. Banjarsari","Kel. Mangkubumen",
"Jawa Tengah",Surakarta,"Kec. Banjarsari","Kel. Nusukan",
"Jawa Tengah",Surakarta,"Kec. Banjarsari","Kel. Punggawan",
"Jawa Tengah",Surakarta,"Kec. Banjarsari","Kel. Stabelan",
"Jawa Tengah",Surakarta,"Kec. Banjarsari","Kel. Sumber",
"Jawa Tengah",Surakarta,"Kec. Banjarsari","Kel. Timuran",
"Jawa Tengah",Surakarta,"Kec. Jebres","Kel. Gandekan",
"Jawa Tengah",Surakarta,"Kec. Jebres","Kel. Jagalan",
"Jawa Tengah",Surakarta,"Kec. Jebres","Kel. Jebres",
"Jawa Tengah",Surakarta,"Kec. Jebres","Kel. Kepatihan Kulon",
"Jawa Tengah",Surakarta,"Kec. Jebres","Kel. Kepatihan Wetan",
"Jawa Tengah",Surakarta,"Kec. Jebres","Kel. Kp. Sewu",
"Jawa Tengah",Surakarta,"Kec. Jebres","Kel. Mojosongo",
"Jawa Tengah",Surakarta,"Kec. Jebres","Kel. Pucangsawit",
"Jawa Tengah",Surakarta,"Kec. Jebres","Kel. Purwodiningratan",
"Jawa Tengah",Surakarta,"Kec. Jebres","Kel. Sudiroprajan",
"Jawa Tengah",Surakarta,"Kec. Jebres","Kel. Tegalharjo",
"Jawa Tengah",Surakarta,"Kec. Laweyan","Kel. Bumi",
"Jawa Tengah",Surakarta,"Kec. Laweyan","Kel. Jajar",
"Jawa Tengah",Surakarta,"Kec. Laweyan","Kel. Karangasem",
"Jawa Tengah",Surakarta,"Kec. Laweyan","Kel. Kerten",
"Jawa Tengah",Surakarta,"Kec. Laweyan","Kel. Laweyan",
"Jawa Tengah",Surakarta,"Kec. Laweyan","Kel. Pajang",
"Jawa Tengah",Surakarta,"Kec. Laweyan","Kel. Panularan",
"Jawa Tengah",Surakarta,"Kec. Laweyan","Kel. Penumping",
"Jawa Tengah",Surakarta,"Kec. Laweyan","Kel. Purwosari",
"Jawa Tengah",Surakarta,"Kec. Laweyan","Kel. Sondakan",
"Jawa Tengah",Surakarta,"Kec. Laweyan","Kel. Sriwedari",
"Jawa Tengah",Surakarta,"Kec. Pasarkliwon","Kel. Baluwarti",
"Jawa Tengah",Surakarta,"Kec. Pasarkliwon","Kel. Gajahan",
"Jawa Tengah",Surakarta,"Kec. Pasarkliwon","Kel. Joyosuran",
"Jawa Tengah",Surakarta,"Kec. Pasarkliwon","Kel. Kauman",
"Jawa Tengah",Surakarta,"Kec. Pasarkliwon","Kel. Kedunglumbu",
"Jawa Tengah",Surakarta,"Kec. Pasarkliwon","Kel. Kp. Baru",
"Jawa Tengah",Surakarta,"Kec. Pasarkliwon","Kel. Mojo",
"Jawa Tengah",Surakarta,"Kec. Pasarkliwon","Kel. Pasarkliwon",
"Jawa Tengah",Surakarta,"Kec. Pasarkliwon","Kel. Sangkrah",
"Jawa Tengah",Surakarta,"Kec. Pasarkliwon","Kel. Semanggi",
"Jawa Tengah",Surakarta,"Kec. Serengan","Kel. Danukusuman",
"Jawa Tengah",Surakarta,"Kec. Serengan","Kel. Jayengan",
"Jawa Tengah",Surakarta,"Kec. Serengan","Kel. Joyontakan",
"Jawa Tengah",Surakarta,"Kec. Serengan","Kel. Kemlayan",
"Jawa Tengah",Surakarta,"Kec. Serengan","Kel. Kratonan",
"Jawa Tengah",Surakarta,"Kec. Serengan","Kel. Serengan",
"Jawa Tengah",Surakarta,"Kec. Serengan","Kel. Tipes",
"Jawa Tengah",Wonogiri,"Kec. Baturetno","Ds. Balepanjang",
"Jawa Tengah",Wonogiri,"Kec. Baturetno","Ds. Baturetno",
"Jawa Tengah",Wonogiri,"Kec. Baturetno","Ds. Belikurip",
"Jawa Tengah",Wonogiri,"Kec. Baturetno","Ds. Boto",
"Jawa Tengah",Wonogiri,"Kec. Baturetno","Ds. Gambiranom",
"Jawa Tengah",Wonogiri,"Kec. Baturetno","Ds. Glesungharjo",
"Jawa Tengah",Wonogiri,"Kec. Baturetno","Ds. Kedungombo",
"Jawa Tengah",Wonogiri,"Kec. Baturetno","Ds. Saradan",
"Jawa Tengah",Wonogiri,"Kec. Baturetno","Ds. Sendangrejo",
"Jawa Tengah",Wonogiri,"Kec. Baturetno","Ds. Setrorejo",
"Jawa Tengah",Wonogiri,"Kec. Baturetno","Ds. Talunombo",
"Jawa Tengah",Wonogiri,"Kec. Baturetno","Ds. Temon",
"Jawa Tengah",Wonogiri,"Kec. Baturetno","Ds. Watuagung",
"Jawa Tengah",Wonogiri,"Kec. Batuwarno","Ds. Batuwarno",
"Jawa Tengah",Wonogiri,"Kec. Batuwarno","Ds. Ronggojati",
"Jawa Tengah",Wonogiri,"Kec. Batuwarno","Ds. Sendangsari",
"Jawa Tengah",Wonogiri,"Kec. Batuwarno","Ds. Sumberagung",
"Jawa Tengah",Wonogiri,"Kec. Batuwarno","Ds. Sumberrejo",
"Jawa Tengah",Wonogiri,"Kec. Batuwarno","Ds. Tegiri",
"Jawa Tengah",Wonogiri,"Kec. Batuwarno","Kel. Kudi",
"Jawa Tengah",Wonogiri,"Kec. Batuwarno","Kel. Selopuro",
"Jawa Tengah",Wonogiri,"Kec. Bulukerto","Ds. Bulurejo",
"Jawa Tengah",Wonogiri,"Kec. Bulukerto","Ds. Conto",
"Jawa Tengah",Wonogiri,"Kec. Bulukerto","Ds. Domas",
"Jawa Tengah",Wonogiri,"Kec. Bulukerto","Ds. Geneng",
"Jawa Tengah",Wonogiri,"Kec. Bulukerto","Ds. Kel. Bulukerto",
"Jawa Tengah",Wonogiri,"Kec. Bulukerto","Ds. Kradegan",
"Jawa Tengah",Wonogiri,"Kec. Bulukerto","Ds. Nadi",
"Jawa Tengah",Wonogiri,"Kec. Bulukerto","Ds. Ngaglik",
"Jawa Tengah",Wonogiri,"Kec. Bulukerto","Ds. Sugihan",
"Jawa Tengah",Wonogiri,"Kec. Bulukerto","Ds. Tanjung",
"Jawa Tengah",Wonogiri,"Kec. Eromoko","Ds. Baleharjo",
"Jawa Tengah",Wonogiri,"Kec. Eromoko","Ds. Basuhan",
"Jawa Tengah",Wonogiri,"Kec. Eromoko","Ds. Eromoko",
"Jawa Tengah",Wonogiri,"Kec. Eromoko","Ds. Kel. Ngadirejo",
"Jawa Tengah",Wonogiri,"Kec. Eromoko","Ds. Kel. Puloharjo",
"Jawa Tengah",Wonogiri,"Kec. Eromoko","Ds. Minggarharjo",
"Jawa Tengah",Wonogiri,"Kec. Eromoko","Ds. Ngandong",
"Jawa Tengah",Wonogiri,"Kec. Eromoko","Ds. Ngunggahan",
"Jawa Tengah",Wonogiri,"Kec. Eromoko","Ds. Panekan",
"Jawa Tengah",Wonogiri,"Kec. Eromoko","Ds. Pasekan",
"Jawa Tengah",Wonogiri,"Kec. Eromoko","Ds. Pucung",
"Jawa Tengah",Wonogiri,"Kec. Eromoko","Ds. Sidukarto",
"Jawa Tengah",Wonogiri,"Kec. Eromoko","Ds. Sumberharjo",
"Jawa Tengah",Wonogiri,"Kec. Eromoko","Ds. Tegalharjo",
"Jawa Tengah",Wonogiri,"Kec. Eromoko","Ds. Tempurharjo",
"Jawa Tengah",Wonogiri,"Kec. Girimarto","Ds. Bubakan",
"Jawa Tengah",Wonogiri,"Kec. Girimarto","Ds. Doho",
"Jawa Tengah",Wonogiri,"Kec. Girimarto","Ds. Girimrto",
"Jawa Tengah",Wonogiri,"Kec. Girimarto","Ds. Giriwarno",
"Jawa Tengah",Wonogiri,"Kec. Girimarto","Ds. Jatirejo",
"Jawa Tengah",Wonogiri,"Kec. Girimarto","Ds. Jendi",
"Jawa Tengah",Wonogiri,"Kec. Girimarto","Ds. Nungkulan",
"Jawa Tengah",Wonogiri,"Kec. Girimarto","Ds. Sanan",
"Jawa Tengah",Wonogiri,"Kec. Girimarto","Ds. Selorejo",
"Jawa Tengah",Wonogiri,"Kec. Girimarto","Ds. Semagar",
"Jawa Tengah",Wonogiri,"Kec. Girimarto","Ds. Tambak Merang",
"Jawa Tengah",Wonogiri,"Kec. Girimarto","Ds. Waleng",
"Jawa Tengah",Wonogiri,"Kec. Girimarto","Kel. Gemawang",
"Jawa Tengah",Wonogiri,"Kec. Girimarto","Kel. Sidokarto",
"Jawa Tengah",Wonogiri,"Kec. Giritontro","Ds. Jatirejo",
"Jawa Tengah",Wonogiri,"Kec. Giritontro","Ds. Ngargoharjo",
"Jawa Tengah",Wonogiri,"Kec. Giritontro","Ds. Pucanganom",
"Jawa Tengah",Wonogiri,"Kec. Giritontro","Ds. Tlogoharjo",
"Jawa Tengah",Wonogiri,"Kec. Giritontro","Ds. Tlogosari",
"Jawa Tengah",Wonogiri,"Kec. Giritontro","Kel. Bayemharjo",
"Jawa Tengah",Wonogiri,"Kec. Giritontro","Kel. Giritontro",
"Jawa Tengah",Wonogiri,"Kec. Giriwoyo","Ds. Bulurejo",
"Jawa Tengah",Wonogiri,"Kec. Giriwoyo","Ds. Bumiharjo",
"Jawa Tengah",Wonogiri,"Kec. Giriwoyo","Ds. Gedongrejo",
"Jawa Tengah",Wonogiri,"Kec. Giriwoyo","Ds. Guwotirto",
"Jawa Tengah",Wonogiri,"Kec. Giriwoyo","Ds. Kel. Giriwoyo",
"Jawa Tengah",Wonogiri,"Kec. Giriwoyo","Ds. Ngancar",
"Jawa Tengah",Wonogiri,"Kec. Giriwoyo","Ds. Pidekso",
"Jawa Tengah",Wonogiri,"Kec. Giriwoyo","Ds. Platarejo",
"Jawa Tengah",Wonogiri,"Kec. Giriwoyo","Ds. Sejati",
"Jawa Tengah",Wonogiri,"Kec. Giriwoyo","Ds. Selomarto",
"Jawa Tengah",Wonogiri,"Kec. Giriwoyo","Ds. Sendangagung",
"Jawa Tengah",Wonogiri,"Kec. Giriwoyo","Ds. Sirnoboyo",
"Jawa Tengah",Wonogiri,"Kec. Giriwoyo","Ds. Tawangharjo",
"Jawa Tengah",Wonogiri,"Kec. Giriwoyo","Ds. Tirtosuoro",
"Jawa Tengah",Wonogiri,"Kec. Giriwoyo","Ds. Tukulrejo",
"Jawa Tengah",Wonogiri,"Kec. Giriwoyo","Kel. Girikikis",
"Jawa Tengah",Wonogiri,"Kec. Jatipurno","Ds. Girimulyo",
"Jawa Tengah",Wonogiri,"Kec. Jatipurno","Ds. Giriyoso",
"Jawa Tengah",Wonogiri,"Kec. Jatipurno","Ds. Jatipurwo",
"Jawa Tengah",Wonogiri,"Kec. Jatipurno","Ds. Jeporo",
"Jawa Tengah",Wonogiri,"Kec. Jatipurno","Ds. Kel. Jatipurno",
"Jawa Tengah",Wonogiri,"Kec. Jatipurno","Ds. Kembang",
"Jawa Tengah",Wonogiri,"Kec. Jatipurno","Ds. Kopen",
"Jawa Tengah",Wonogiri,"Kec. Jatipurno","Ds. Mangunharjo",
"Jawa Tengah",Wonogiri,"Kec. Jatipurno","Ds. Slogoretno",
"Jawa Tengah",Wonogiri,"Kec. Jatipurno","Ds. Tawangrejo",
"Jawa Tengah",Wonogiri,"Kec. Jatipurno","Kel. Balepanjang",
"Jawa Tengah",Wonogiri,"Kec. Jatiroto","Ds. Boto",
"Jawa Tengah",Wonogiri,"Kec. Jatiroto","Ds. Brenggolo",
"Jawa Tengah",Wonogiri,"Kec. Jatiroto","Ds. Cangkring",
"Jawa Tengah",Wonogiri,"Kec. Jatiroto","Ds. Dawungan",
"Jawa Tengah",Wonogiri,"Kec. Jatiroto","Ds. Duren",
"Jawa Tengah",Wonogiri,"Kec. Jatiroto","Ds. Guno",
"Jawa Tengah",Wonogiri,"Kec. Jatiroto","Ds. Jatirejo",
"Jawa Tengah",Wonogiri,"Kec. Jatiroto","Ds. Mojopuro",
"Jawa Tengah",Wonogiri,"Kec. Jatiroto","Ds. Ngelo",
"Jawa Tengah",Wonogiri,"Kec. Jatiroto","Ds. Pengkol",
"Jawa Tengah",Wonogiri,"Kec. Jatiroto","Ds. Pesido",
"Jawa Tengah",Wonogiri,"Kec. Jatiroto","Ds. Pingkuk",
"Jawa Tengah",Wonogiri,"Kec. Jatiroto","Ds. Sugihan",
"Jawa Tengah",Wonogiri,"Kec. Jatiroto","Kel. Jatiroto",
"Jawa Tengah",Wonogiri,"Kec. Jatiroto","Kel. Sanggrong",
"Jawa Tengah",Wonogiri,"Kec. Jatisrono","Ds. Gondangsari",
"Jawa Tengah",Wonogiri,"Kec. Jatisrono","Ds. Gunungsari",
"Jawa Tengah",Wonogiri,"Kec. Jatisrono","Ds. Jatisari",
"Jawa Tengah",Wonogiri,"Kec. Jatisrono","Ds. Jatisrono",
"Jawa Tengah",Wonogiri,"Kec. Jatisrono","Ds. Kel. Pelem",
"Jawa Tengah",Wonogiri,"Kec. Jatisrono","Ds. Kel. Tanjungsari",
"Jawa Tengah",Wonogiri,"Kec. Jatisrono","Ds. Ngrompak",
"Jawa Tengah",Wonogiri,"Kec. Jatisrono","Ds. Pandeyan",
"Jawa Tengah",Wonogiri,"Kec. Jatisrono","Ds. Pule",
"Jawa Tengah",Wonogiri,"Kec. Jatisrono","Ds. Rejosari",
"Jawa Tengah",Wonogiri,"Kec. Jatisrono","Ds. Sambirejo",
"Jawa Tengah",Wonogiri,"Kec. Jatisrono","Ds. Semen",
"Jawa Tengah",Wonogiri,"Kec. Jatisrono","Ds. Sidorejo",
"Jawa Tengah",Wonogiri,"Kec. Jatisrono","Ds. Sumberejo",
"Jawa Tengah",Wonogiri,"Kec. Jatisrono","Ds. Tanggulangin",
"Jawa Tengah",Wonogiri,"Kec. Jatisrono","Ds. Tasikharjo",
"Jawa Tengah",Wonogiri,"Kec. Jatisrono","Ds. Watangsono",
"Jawa Tengah",Wonogiri,"Kec. Kismantoro","Ds. Bugelan",
"Jawa Tengah",Wonogiri,"Kec. Kismantoro","Ds. Gambiranom",
"Jawa Tengah",Wonogiri,"Kec. Kismantoro","Ds. Gedawung",
"Jawa Tengah",Wonogiri,"Kec. Kismantoro","Ds. Lemahbang",
"Jawa Tengah",Wonogiri,"Kec. Kismantoro","Ds. Miri",
"Jawa Tengah",Wonogiri,"Kec. Kismantoro","Ds. Ngroto",
"Jawa Tengah",Wonogiri,"Kec. Kismantoro","Ds. Plosorejo",
"Jawa Tengah",Wonogiri,"Kec. Kismantoro","Ds. Pucung",
"Jawa Tengah",Wonogiri,"Kec. Kismantoro","Kel. Gesing",
"Jawa Tengah",Wonogiri,"Kec. Kismantoro","Kel. Kismantoro",
"Jawa Tengah",Wonogiri,"Kec. Manyaran","Ds. Bero",
"Jawa Tengah",Wonogiri,"Kec. Manyaran","Ds. Gunungan",
"Jawa Tengah",Wonogiri,"Kec. Manyaran","Ds. Karanglor",
"Jawa Tengah",Wonogiri,"Kec. Manyaran","Ds. Kel. Punduhsari",
"Jawa Tengah",Wonogiri,"Kec. Manyaran","Ds. Kepuhsari",
"Jawa Tengah",Wonogiri,"Kec. Manyaran","Ds. Pijiharjo",
"Jawa Tengah",Wonogiri,"Kec. Manyaran","Kel. Pagutan",
"Jawa Tengah",Wonogiri,"Kec. Ngadirojo","Ds. Gedong",
"Jawa Tengah",Wonogiri,"Kec. Ngadirojo","Ds. Gemawang",
"Jawa Tengah",Wonogiri,"Kec. Ngadirojo","Ds. Jatimarto",
"Jawa Tengah",Wonogiri,"Kec. Ngadirojo","Ds. Kerjo Kidul",
"Jawa Tengah",Wonogiri,"Kec. Ngadirojo","Ds. Kerjo Lor",
"Jawa Tengah",Wonogiri,"Kec. Ngadirojo","Ds. Mlokomanis Wetan",
"Jawa Tengah",Wonogiri,"Kec. Ngadirojo","Ds. Ngadirojo Kidul",
"Jawa Tengah",Wonogiri,"Kec. Ngadirojo","Ds. Ngadirojo Lor",
"Jawa Tengah",Wonogiri,"Kec. Ngadirojo","Ds. Pondok",
"Jawa Tengah",Wonogiri,"Kec. Ngadirojo","Kel. Kasihan",
"Jawa Tengah",Wonogiri,"Kec. Ngadirojo","Kel. Mlokomanis Kulon",
"Jawa Tengah",Wonogiri,"Kec. Nguntoronadi","Ds. Bulurejo",
"Jawa Tengah",Wonogiri,"Kec. Nguntoronadi","Ds. Bumiharjo",
"Jawa Tengah",Wonogiri,"Kec. Nguntoronadi","Ds. Gebang",
"Jawa Tengah",Wonogiri,"Kec. Nguntoronadi","Ds. Kel. Beji",
"Jawa Tengah",Wonogiri,"Kec. Nguntoronadi","Ds. Kulurejo",
"Jawa Tengah",Wonogiri,"Kec. Nguntoronadi","Ds. Ngadipiro",
"Jawa Tengah",Wonogiri,"Kec. Nguntoronadi","Ds. Ngadiroyo",
"Jawa Tengah",Wonogiri,"Kec. Nguntoronadi","Ds. Pondoksari",
"Jawa Tengah",Wonogiri,"Kec. Nguntoronadi","Ds. Semin",
"Jawa Tengah",Wonogiri,"Kec. Nguntoronadi","Ds. Wonoharjo",
"Jawa Tengah",Wonogiri,"Kec. Nguntoronadi","Kel. Kedungrejo",
"Jawa Tengah",Wonogiri,"Kec. Paranggupito","Ds. Gendayakan",
"Jawa Tengah",Wonogiri,"Kec. Paranggupito","Ds. Gudangharjo",
"Jawa Tengah",Wonogiri,"Kec. Paranggupito","Ds. Gunturharjo",
"Jawa Tengah",Wonogiri,"Kec. Paranggupito","Ds. Johunut",
"Jawa Tengah",Wonogiri,"Kec. Paranggupito","Ds. Ketos",
"Jawa Tengah",Wonogiri,"Kec. Paranggupito","Ds. Paranggupito",
"Jawa Tengah",Wonogiri,"Kec. Paranggupito","Ds. Sambiharjo",
"Jawa Tengah",Wonogiri,"Kec. Paranggupito","Ds. Songbledeg",
"Jawa Tengah",Wonogiri,"Kec. Pracimantoro","Ds. Banaran",
"Jawa Tengah",Wonogiri,"Kec. Pracimantoro","Ds. Gambirmanis",
"Jawa Tengah",Wonogiri,"Kec. Pracimantoro","Ds. Gebangharjo",
"Jawa Tengah",Wonogiri,"Kec. Pracimantoro","Ds. Glinggang",
"Jawa Tengah",Wonogiri,"Kec. Pracimantoro","Ds. Jimbar",
"Jawa Tengah",Wonogiri,"Kec. Pracimantoro","Ds. Joho",
"Jawa Tengah",Wonogiri,"Kec. Pracimantoro","Ds. Lebak",
"Jawa Tengah",Wonogiri,"Kec. Pracimantoro","Ds. Petisari",
"Jawa Tengah",Wonogiri,"Kec. Pracimantoro","Ds. Pracimantoro",
"Jawa Tengah",Wonogiri,"Kec. Pracimantoro","Ds. Sambiroto",
"Jawa Tengah",Wonogiri,"Kec. Pracimantoro","Ds. Sedayu",
"Jawa Tengah",Wonogiri,"Kec. Pracimantoro","Ds. Suci",
"Jawa Tengah",Wonogiri,"Kec. Pracimantoro","Ds. Sumberagung",
"Jawa Tengah",Wonogiri,"Kec. Pracimantoro","Ds. Trukan",
"Jawa Tengah",Wonogiri,"Kec. Pracimantoro","Ds. Tubokarto",
"Jawa Tengah",Wonogiri,"Kec. Pracimantoro","Ds. Watangrejo",
"Jawa Tengah",Wonogiri,"Kec. Pracimantoro","Ds. Wonodadi",
"Jawa Tengah",Wonogiri,"Kec. Pracimantoro","Kel. Gedong",
